DATE	DEXBZUS	DEXCAUS	DEXCHUS	DEXDNUS	DEXHKUS	DEXINUS	DEXJPUS	DEXKOUS	DEXMAUS	DEXMXUS	DEXNOUS	DEXSDUS	DEXSFUS	DEXSIUS	DEXSLUS	DEXSZUS	DEXTAUS	DEXTHUS	DEXUSAL	DEXUSEU	DEXUSNZ	DEXUSUK	DEXVZUS	DTWEXB	DTWEXM	DTWEXO
1971-12-17		0.9967		7.1736			320.36		2.9264		6.7448	4.8924				3.8754			1.1756		1.1768	2.5292				
1971-12-20		0.9933		.			.		.		.	.				.			.		.	.				
1971-12-21		0.9967		7.0859			314.98		.		6.7233	4.8715				3.8842			.		.	2.5537				
1971-12-22		0.9985		7.0690			314.96		2.8969		6.7052	4.8729				3.8850			1.1871		.	2.5538				
1971-12-23		1.0004		7.0761			315.01		2.8885		6.7019	4.8796				3.9043			1.1864		.	2.5485				
1971-12-24		1.0006		7.0775			315.21		2.8889		6.7019	4.8742				3.9092			1.1871		.	2.5477				
1971-12-27		1.0002		7.0853			314.96		2.8885		6.7086	4.8890				3.9193			1.1882		.	2.5482				
1971-12-28		1.0014		7.0906			315.01		2.9015		6.7159	4.8896				3.9192			1.1879		1.1890	2.5473				
1971-12-29		1.0019		7.1025			315.21		2.8955		6.7383	4.9019				3.9212			1.1888		1.1892	2.5474				
1971-12-30		1.0008		7.0715			315.01		2.8990		6.7135	4.8838				3.9196			1.1887		1.1893	2.5536				
1971-12-31		1.0024		7.0665			315.01		2.8998		6.7069	4.8631				3.9147			1.1887		1.1913	2.5520				
1972-01-03		1.0041		7.0522			314.86		2.8902		6.7035	4.8544				3.9177			1.1910		1.1950	2.5520				
1972-01-04		1.0052		7.0597			314.96		2.8860		6.7159	4.8550				3.9200			1.1900		1.1915	2.5505				
1972-01-05		1.0050		7.0597			314.86		2.8969		6.7204	4.8520				3.9216			1.1905		1.1925	2.5510				
1972-01-06		1.0050		7.0671			312.01		2.8985		6.7221	4.8514				3.9185			1.1905		1.1920	2.5502				
1972-01-07		1.0068		7.0621			312.50		2.8902		6.7227	4.8479				3.9208			1.1905		1.1925	2.5502				
1972-01-10		1.0093		7.0621			312.99		2.8944		6.7261	4.8298				3.9198			1.1905		1.1925	2.5498				
1972-01-11		1.0085		7.0547			314.47		2.8944		6.7238	4.8353				3.9216			1.1910		1.1930	2.5490				
1972-01-12		1.0076		7.0572			313.48		2.9002		6.7249	4.8309				3.9164			1.1900		1.1900	2.5504				
1972-01-13		1.0071		7.0522			313.97		2.8902		6.7227	4.8286				3.9002			1.1915		1.1950	2.5541				
1972-01-14		1.0061		7.0423			312.99		2.8818		6.7227	4.8216				3.8835			1.1930		1.1980	2.5720				
1972-01-17		1.0045		7.0175			313.38		2.8653		6.6934	4.8135				3.8655			1.1920		1.1960	2.5850				
1972-01-18		1.0065		7.0311			312.89		2.8694		6.7002	4.8144				3.8775			1.1920		1.1960	2.5800				
1972-01-19		1.0061		7.0237			312.79		2.8694		6.6890	4.8077				3.8728			1.1920		1.1950	2.5801				
1972-01-20		1.0065		7.0225			312.01		2.8736		6.6934	4.8077				3.8775			1.1880		1.1900	2.5815				
1972-01-21		1.0063		7.0126			312.30		2.8736		6.6934	4.8077				3.8778			1.1910		1.1920	2.5824				
1972-01-24		1.0056		6.9979			312.21		2.8694		6.6878	4.8060				3.8728			1.1915		1.1930	2.5873				
1972-01-25		1.0046		6.9955			311.82		2.8653		6.6890	4.8065				3.8655			1.1915		1.1950	2.5903				
1972-01-26		1.0046		7.0102			311.53		2.8736		6.6890	4.8077				3.8685			1.1910		1.1940	2.5894				
1972-01-27		1.0045		7.0089			310.08		2.8653		6.6934	4.8088				3.8707			1.1910		1.1930	2.5903				
1972-01-28		1.0046		7.0028			310.46		2.8571		6.6934	4.8077				3.8730			1.1910		1.1950	2.5914				
1972-01-31		1.0056		7.0028			310.56		2.8506		6.6912	4.8054				3.8745			1.1910		1.1950	2.5937				
1972-02-01		1.0063		7.0028			310.37		2.8506		6.6979	4.8077				3.8677			1.1910		1.1950	2.5998				
1972-02-02		1.0058		6.9832			308.55		2.8449		6.6845	4.7985				3.8462			1.1910		1.1950	2.6067				
1972-02-03		1.0057		6.9869			309.12		2.8449		6.6811	4.7973				3.8580			1.1910		1.1950	2.6046				
1972-02-04		1.0058		6.9955			308.64		2.8653		6.6979	4.8054				3.8745			1.1910		1.1950	2.6000				
1972-02-07		1.0060		6.9930			308.17		2.8474		6.6800	4.8019				3.8730			1.1910		1.1950	2.6029				
1972-02-08		1.0065		6.9955			307.69		2.8449		6.6711	4.7973				3.8692			1.1910		1.1940	2.6037				
1972-02-09		1.0058		6.9979			304.79		2.8490		6.6600	4.7962				3.8610			1.1910		1.1950	2.6050				
1972-02-10		1.0057		6.9930			304.69		2.8490		6.6556	4.7939				3.8610			1.1910		1.1925	2.6059				
1972-02-11		1.0057		6.9930			304.69		2.8490		6.6556	4.7962				3.8580			1.1910		1.1925	2.6055				
1972-02-14		1.0057		7.0003			304.23		2.8490		6.6622	4.8031				3.8610			1.1910		1.1925	2.5952				
1972-02-15		1.0050		6.9979			304.14		2.8449		6.6622	4.8031				3.8640			1.1910		1.1925	2.5937				
1972-02-16		1.0047		6.9881			303.95		2.8490		6.6511	4.7985				3.8447			1.1910		1.1925	2.6045				
1972-02-17		1.0045		6.9747			303.95		2.8490		6.6225	4.7778				3.8484			1.1910		1.1940	2.6050				
1972-02-18		1.0040		6.9759			303.49		2.8490		6.6247	4.7755				3.8491			1.1910		1.1925	2.6055				
1972-02-21		.		.			.		.		.	.				.			.		.	.				
1972-02-22		1.0034		6.9857			302.85		2.8571		6.6357	4.7847				3.8595			1.1910		1.1950	2.6050				
1972-02-23		1.0047		6.9881			302.48		2.8571		6.6291	4.7847				3.8565			1.1910		1.1925	2.6062				
1972-02-24		1.0025		6.9881			302.11		2.8571		6.6225	4.7881				3.8565			1.1910		1.1950	2.6070				
1972-02-25		1.0025		6.9857			302.48		2.8571		6.6280	4.7927				3.8692			1.1910		1.1925	2.6054				
1972-02-28		1.0028		6.9881			303.95		2.8571		6.6269	4.7927				3.8752			1.1910		1.1950	2.6057				
1972-02-29		1.0012		6.9857			303.40		2.8409		6.6269	4.7927				3.8685			1.1910		1.1950	2.6059				
1972-03-01		1.0010		6.9784			303.21		2.8369		6.6192	4.7870				3.8711			1.1910		1.1950	2.6058				
1972-03-02		1.0006		6.9832			303.03		2.8369		6.6203	4.7847				3.8685			1.1910		1.1950	2.6058				
1972-03-03		1.0004		6.9784			302.66		2.8571		6.6181	4.7801				3.8715			1.1910		1.1950	2.6077				
1972-03-06		0.9974		6.9759			302.75		2.8369		6.6138	4.7755				3.8610			1.1910		1.1920	2.6112				
1972-03-07		0.9971		6.9638			302.30		2.8369		6.6007	4.7653				3.8573			1.1910		1.1925	2.6213				
1972-03-08		0.9969		6.9638			302.02		2.8369		6.5985	4.7596				3.8410			1.1910		1.1920	2.6257				
1972-03-09		0.9962		6.9324			301.66		2.8369		6.5531	4.7326				3.8183			1.1910		1.1925	2.6440				
1972-03-10		0.9971		6.9444			301.93		2.8169		6.5574	4.7506				3.8175			1.1910		1.1900	2.6409				
1972-03-13		0.9989		6.9396			302.30		2.7933		6.5531	4.7438				3.9817			1.1910		1.1950	2.6387				
1972-03-14		1.0003		6.9565			302.21		2.8011		6.5703	4.7574				3.8358			1.1910		1.1920	2.6290				
1972-03-15		1.0011		6.9638			302.11		2.8169		6.5920	4.7687				3.8388			1.1910		1.1920	2.6210				
1972-03-16		1.0006		6.9444			302.02		2.8169		6.5789	4.7664				3.8432			1.1910		1.1920	2.6200				
1972-03-17		1.0008		6.9589			302.11		2.8169		6.5963	4.7790				3.8580			1.1910		1.1900	2.6100				
1972-03-20		0.9996		6.9735			302.30		2.8249		6.6225	4.7893				3.8625			1.1910		1.1920	2.6105				
1972-03-21		0.9973		6.9541			302.11		2.8209		6.5941	4.7733				3.8513			1.1910		1.1920	2.6175				
1972-03-22		0.9978		6.9589			302.11		2.8169		6.5854	4.7687				3.8603			1.1910		1.1920	2.6168				
1972-03-23		0.9990		6.9662			301.93		2.8169		6.6050	4.7870				3.8655			1.1910		1.1920	2.6096				
1972-03-24		0.9987		6.9735			302.30		2.8289		6.6159	4.7927				3.8700			1.1910		1.1920	2.6065				
1972-03-27		0.9966		6.9711			302.57		2.8249		6.6094	4.7881				3.8591			1.1910		1.1920	2.6107				
1972-03-28		0.9961		6.9662			302.85		2.8169		6.6050	4.7778				3.8528			1.1910		1.1920	2.6150				
1972-03-29		0.9966		6.9711			303.77		2.8169		6.5985	4.7687				3.8476			1.1910		1.1920	2.6160				
1972-03-30		0.9972		6.9735			303.77		2.8249		6.5985	4.7790				3.8366			1.1910		1.1950	2.6152				
1972-03-31		0.9977		6.9686			304.32		2.8249		6.6007	4.7801				3.8358			1.1910		1.1980	2.6163				
1972-04-03		0.9983		6.9686			304.14		2.8249		6.5985	4.7801				3.8373			1.1910		1.1980	2.6160				
1972-04-04		0.9979		6.9686			304.97		2.8209		6.6007	4.7778				3.8476			1.1910		1.1980	2.6128				
1972-04-05		0.9969		6.9784			305.16		2.8217		6.5941	4.7824				3.8491			1.1910		1.1920	2.6120				
1972-04-06		0.9964		6.9784			304.88		2.8249		6.5854	4.7824				3.8521			1.1910		1.1920	2.6093				
1972-04-07		0.9970		6.9955			303.21		2.8249		6.5920	4.7847				3.8521			1.1910		1.1920	2.6088				
1972-04-10		0.9970		6.9955			302.11		2.7933		6.5854	4.7841				3.7092			1.1910		1.1950	2.6082				
1972-04-11		0.9969		6.9930			302.30		2.8011		6.5811	4.7801				3.8499			1.1910		1.1950	2.6115				
1972-04-12		0.9970		6.9906			302.43		2.8233		6.5822	4.7793				3.8484			1.1910		1.1950	2.6125				
1972-04-13		0.9968		6.9930			302.57		2.8233		6.5963	4.7824				3.8506			1.1910		1.1925	2.6102				
1972-04-14		0.9972		6.9979			302.94		2.8249		6.6007	4.7835				3.8558			1.1910		1.1950	2.6086				
1972-04-17		0.9967		6.9979			302.57		2.8249		6.6094	4.7847				3.8588			1.1910		1.1950	2.6082				
1972-04-18		0.9970		6.9979			302.39		2.8289		6.6159	4.7910				3.8737			1.1910		1.1930	2.6068				
1972-04-19		0.9969		7.0028			302.94		2.8249		6.6236	4.7939				3.8790			1.1910		1.1930	2.6068				
1972-04-20		0.9961		6.9979			303.03		2.8249		6.6094	4.7847				3.8670			1.1910		1.1925	2.6093				
1972-04-21		0.9945		6.9930			303.21		2.8249		6.6094	4.7870				3.8700			1.1910		1.1920	2.6084				
1972-04-24		0.9933		6.9991			305.16		2.8249		6.6072	4.7870				3.8632			1.1910		1.1930	2.6099				
1972-04-25		0.9920		7.0028			304.32		2.8249		6.6072	4.7813				3.8625			1.1910		1.1920	2.6111				
1972-04-26		0.9917		7.0028			303.77		2.8249		6.5996	4.7824				3.8640			1.1910		1.1925	2.6110				
1972-04-27		0.9923		6.9979			304.23		2.8217		6.6050	4.7778				3.8629			1.1910		1.1930	2.6116				
1972-04-28		0.9924		6.9955			304.88		2.8217		6.6028	4.7755				3.8647			1.1910		1.1925	2.6110				
1972-05-01		0.9935		7.0003			304.41		2.8169		6.5996	4.7744				3.8640			1.1910		1.1950	2.6110				
1972-05-02		0.9931		6.9979			304.23		2.8169		6.6039	4.7733				3.8640			1.1910		1.1950	2.6108				
1972-05-03		0.9920		6.9991			304.32		2.8169		6.6028	4.7721				3.8625			1.1910		1.1950	2.6115				
1972-05-04		0.9920		6.9955			304.23		2.8249		6.6050	4.7676				3.8617			1.1910		1.1950	2.6112				
1972-05-05		0.9921		6.9955			304.32		2.8209		6.6028	4.7676				3.8632			1.1910		1.1950	2.6105				
1972-05-08		0.9922		6.9967			305.06		2.8249		6.6017	4.7664				3.8632			1.1910		1.1950	2.6107				
1972-05-09		0.9917		6.9808			304.97		2.8249		6.5898	4.7596				3.8573			1.1910		1.1950	2.6139				
1972-05-10		0.9910		6.9979			303.77		2.8209		6.5703	4.7506				3.8551			1.1910		1.1950	2.6152				
1972-05-11		0.9896		6.9747			303.58		2.8249		6.5660	4.7529				3.8610			1.1910		1.1925	2.6128				
1972-05-12		0.9899		6.9881			303.86		2.8249		6.5789	4.7540				3.8625			1.1910		1.1925	2.6130				
1972-05-15		0.9901		6.9979			304.32		2.8249		6.5768	4.7540				3.8670			1.1910		1.1950	2.6122				
1972-05-16		0.9911		6.9906			304.41		2.8249		6.5768	4.7574				3.8707			1.1910		1.1950	2.6113				
1972-05-17		0.9893		6.9832			304.51		2.8249		6.5735	4.7529				3.8655			1.1910		1.1950	2.6136				
1972-05-18		0.9887		6.9638			304.60		2.8249		6.5595	4.7506				3.8655			1.1910		1.1940	2.6135				
1972-05-19		0.9886		6.9686			304.04		2.8249		6.5617	4.7506				3.8651			1.1910		1.1950	2.6132				
1972-05-22		0.9882		6.9662			304.41		2.8249		6.5595	4.7483				3.8655			1.1910		1.1950	2.6133				
1972-05-23		0.9876		6.9662			304.23		2.8249		6.5574	4.7483				3.8565			1.1910		1.1940	2.6128				
1972-05-24		0.9838		6.9541			304.32		2.8249		6.5466	4.7377				3.8565			1.1910		1.1940	2.6133				
1972-05-25		0.9839		6.9614			304.32		2.8169		6.5574	4.7472				3.8595			1.1910		1.1910	2.6116				
1972-05-26		0.9841		6.9638			304.41		2.8090		6.5574	4.7461				3.8562			1.1910		1.1910	2.6126				
1972-05-29		.		.			.		.		.	.				.			.		.	.				
1972-05-30		0.9831		6.9300			305.34		2.8129		6.5317	4.7360				3.8462			1.1910		1.1910	2.6125				
1972-05-31		0.9812		6.9324			304.69		2.8129		6.5274	4.7337				3.8432			1.1910		1.1950	2.6130				
1972-06-01		0.9816		6.9264			304.41		2.8169		6.5274	4.7360				3.8351			1.1910		1.1900	2.6125				
1972-06-02		0.9813		6.9348			304.23		2.8169		6.4851	4.7360				3.8373			1.1910		1.1960	2.6117				
1972-06-05		0.9786		6.9348			304.69		2.8129		6.5402	4.7427				3.8432			1.1910		1.1950	2.6114				
1972-06-06		0.9790		6.9420			304.51		2.8169		6.5381	4.7461				3.8421			1.1910		1.1950	2.6109				
1972-06-07		0.9790		6.9300			304.41		2.8129		6.5370	4.7427				3.8366			1.1910		1.1900	2.6115				
1972-06-08		0.9768		6.9156			304.32		2.8129		6.5402	4.7393				3.8329			1.1910		1.1900	2.6112				
1972-06-09		0.9759		6.9097			304.23		2.8129		6.5466	4.7388				3.8329			1.1910		1.1900	2.6112				
1972-06-12		0.9777		6.9132			304.51		2.8169		6.5381	4.7393				3.8278			1.1910		1.1900	2.6070				
1972-06-13		0.9778		6.9156			304.04		2.8169		6.5359	4.7405				3.8179			1.1910		1.1910	2.6076				
1972-06-14		0.9756		6.9156			303.95		2.8129		6.5147	4.7393				3.8197			1.1910		1.1910	2.6080				
1972-06-15		0.9744		6.9108			304.04		2.8129		6.5125	4.7293				3.8157			1.1910		1.1950	2.6008				
1972-06-16		0.9759		6.9589			303.95		2.8169		6.5445	4.7326				3.8088			1.1910		1.1900	2.5913				
1972-06-19		0.9783		6.9505			303.86		2.8209		6.5274	4.7304				3.8059			1.1910		1.1900	2.5910				
1972-06-20		0.9805		6.9759			303.40		2.8169		6.5531	4.7371				3.7979			1.1910		1.1900	2.5850				
1972-06-21		0.9832		7.0274			302.94		2.8129		6.5563	4.7438				3.7940			1.1910		1.1900	2.5760				
1972-06-22		0.9813		7.0547			302.07		2.8369		6.5963	4.7664				3.7786			1.1910		1.1900	2.5720				
1972-06-23		0.9808		7.4074			294.12		.		6.5232	4.7619				3.7439			.		.	2.5000				
1972-06-26		0.9805		7.0922			298.51		.		6.5531	4.7619				3.7355			.		.	2.5195				
1972-06-27		0.9810		7.0175			298.51		.		6.5574	4.7483				3.7594			.		.	2.4925				
1972-06-28		0.9815		6.9541			296.74		.		6.5062	4.7281				3.7383			.		.	2.4850				
1972-06-29		0.9835		6.9541			300.75		2.8369		6.5189	4.7148				3.7495			1.1910		1.1900	2.4635				
1972-06-30		0.9856		6.9469			300.93		2.8369		6.5147	4.7059				3.7425			1.1910		1.1900	2.4410				
1972-07-03		0.9846		6.9686			300.84		2.7701		6.5019	4.7103				3.7481			1.1910		1.1920	2.4210				
1972-07-04		.		.			.		.		.	.				.			.		.	.				
1972-07-05		0.9836		6.9784			300.03		2.7778		6.4998	4.7483				3.7707			1.1910		1.1950	2.4460				
1972-07-06		0.9843		6.9686			300.57		2.7778		6.4977	4.7393				3.7594			1.1910		1.1935	2.4355				
1972-07-07		0.9855		6.9699			300.93		2.7778		6.4956	4.7427				3.7559			1.1910		1.1950	2.4385				
1972-07-10		0.9853		6.9589			301.30		2.7778		6.4977	4.7371				3.7552			1.1910		1.1940	2.4420				
1972-07-11		0.9844		6.9589			301.57		2.7778		6.4977	4.7382				3.7545			1.1910		1.1930	2.4410				
1972-07-12		0.9834		6.9565			301.20		2.7778		6.4977	4.7371				3.7523			1.1910		1.1940	2.4455				
1972-07-13		0.9835		6.9493			301.02		2.7972		6.4977	4.7309				3.7520			1.1910		1.1925	2.4537				
1972-07-14		0.9828		6.9396			301.20		2.8011		6.4977	4.7226				3.7530			1.1910		1.1920	2.4465				
1972-07-17		0.9848		6.9444			301.02		2.8011		6.4977	4.7259				3.7538			1.1910		1.1950	2.4445				
1972-07-18		0.9836		6.9481			300.75		2.7972		6.4977	4.7281				3.7707			1.1910		1.1950	2.4445				
1972-07-19		0.9835		6.9493			301.20		2.7855		6.5019	4.7259				3.7771			1.1910		1.1925	2.4455				
1972-07-20		0.9833		6.9662			300.93		2.7855		6.5168	4.7237				3.7700			1.1910		1.1925	2.4470				
1972-07-21		0.9843		6.9589			301.11		2.7778		6.5083	4.7248				3.7750			1.1910		1.1940	2.4505				
1972-07-24		0.9848		6.9638			301.20		2.7855		6.5253	4.7326				3.7811			1.1910		1.1925	2.4458				
1972-07-25		0.9847		6.9686			300.75		2.7778		6.5274	4.7382				3.7750			1.1910		1.1940	2.4482				
1972-07-26		0.9835		6.9638			301.20		2.7855		6.5189	4.7382				3.7718			1.1910		1.1910	2.4483				
1972-07-27		0.9830		6.9638			301.20		2.7855		6.5232	4.7304				3.7750			1.1910		1.1900	2.4505				
1972-07-28		0.9827		6.9638			301.20		2.7855		6.5232	4.7304				3.7750			1.1910		1.1900	2.4490				
1972-07-31		0.9834		6.9553			301.39		2.7816		6.5274	4.7281				3.7736			1.1910		1.1950	2.4498				
1972-08-01		0.9833		6.9614			301.20		2.7855		6.5253	4.7248				3.7736			1.1910		1.1940	2.4485				
1972-08-02		0.9832		6.9589			301.20		2.7816		6.5189	4.7259				3.7786			1.1910		1.1940	2.4505				
1972-08-03		0.9824		6.9589			301.20		2.7778		6.5189	4.7270				3.7793			1.1910		1.1940	2.4497				
1972-08-04		0.9821		6.9565			300.93		2.7816		6.5189	4.7259				3.7779			1.1910		1.1950	2.4505				
1972-08-07		0.9822		6.9589			301.11		2.7816		6.5210	4.7259				3.7757			1.1910		1.1940	2.4505				
1972-08-08		0.9820		6.9626			301.20		2.7778		6.5189	4.7237				3.7768			1.1940		1.1950	2.4527				
1972-08-09		0.9819		6.9565			301.20		2.7778		6.5168	4.7248				3.7786			1.1910		1.1930	2.4540				
1972-08-10		0.9815		6.9638			301.11		2.7778		6.5189	4.7259				3.7786			1.1910		1.1940	2.4525				
1972-08-11		0.9818		6.9565			301.11		2.7778		6.5168	4.7248				3.7793			1.1910		1.1950	2.4522				
1972-08-14		0.9818		6.9372			301.11		2.7663		6.5168	4.7237				3.7793			1.1910		1.1950	2.4523				
1972-08-15		0.9816		6.9168			301.20		2.7778		6.5168	4.7237				3.7821			1.1910		1.1950	2.4534				
1972-08-16		0.9819		6.9216			301.20		2.7816		6.5147	4.7270				3.7836			1.1910		1.1930	2.4542				
1972-08-17		0.9820		6.9192			301.20		2.7778		6.5189	4.7293				3.7886			1.1910		1.1940	2.4523				
1972-08-18		0.9822		6.9037			301.20		2.7663		6.5189	4.7276				3.7879			1.1910		1.1940	2.4509				
1972-08-21		0.9828		6.9132			301.11		2.7739		6.5253	4.7298				3.7915			1.1910		1.1950	2.4498				
1972-08-22		0.9834		6.9037			301.20		2.7586		6.5210	4.7253				3.7821			1.1910		1.1950	2.4461				
1972-08-23		0.9827		6.9001			301.20		2.7778		6.5189	4.7242				3.7793			1.1910		1.1950	2.4476				
1972-08-24		0.9826		6.9013			301.20		2.7778		6.5189	4.7259				3.7793			1.1910		1.1950	2.4460				
1972-08-25		0.9827		6.8989			301.20		2.7701		6.5178	4.7270				3.7864			1.1910		1.1950	2.4465				
1972-08-28		0.9823		6.8906			301.20		2.7778		6.5253	4.7270				3.7777			1.1910		1.1950	2.4464				
1972-08-29		0.9825		6.8835			301.20		2.7778		6.5285	4.7270				3.7821			1.1910		1.1950	2.4497				
1972-08-30		0.9833		6.8847			301.11		2.7701		6.5274	4.7231				3.7786			1.1910		1.1950	2.4509				
1972-08-31		0.9832		6.8918			301.11		2.7701		6.5424	4.7248				3.7818			1.1910		1.1950	2.4483				
1972-09-01		0.9833		6.9037			301.11		2.7778		6.5466	4.7270				3.7793			1.1910		1.1950	2.4489				
1972-09-04		.		.			.		.		.	.				.			.		.	.				
1972-09-05		0.9836		6.8930			301.20		2.7632		6.5552	4.7293				3.7821			1.1910		1.1950	2.4485				
1972-09-06		0.9839		6.8942			301.20		2.7632		6.5552	4.7270				3.7811			1.1910		1.1950	2.4496				
1972-09-07		0.9836		6.9001			301.11		2.7663		6.5424	4.7293				3.7775			1.1910		1.1950	2.4485				
1972-09-08		0.9840		6.8989			301.11		2.7670		6.5381	4.7281				3.7787			1.1910		1.1950	2.4467				
1972-09-11		0.9843		6.9061			301.20		2.7701		6.5445	4.7304				3.7800			1.1910		1.1950	2.4464				
1972-09-12		0.9838		6.9013			301.11		2.7701		6.5595	4.7293				3.7807			1.1910		1.1950	2.4461				
1972-09-13		0.9830		6.9013			301.11		2.7701		6.5531	4.7287				3.7793			1.1910		1.1950	2.4472				
1972-09-14		0.9828		6.8918			301.11		2.7670		6.5531	4.7259				3.7836			1.1910		1.1925	2.4476				
1972-09-15		0.9818		6.8918			301.11		2.7663		6.5542	4.7253				3.7847			1.1910		1.1925	2.4470				
1972-09-18		0.9816		6.8906			301.11		2.7663		6.5735	4.7248				3.7918			1.1910		1.1925	2.4465				
1972-09-19		0.9821		6.8942			301.11		2.7701		6.5844	4.7259				3.7904			1.1910		1.1915	2.4429				
1972-09-20		0.9828		6.9085			301.11		2.7701		6.5757	4.7259				3.7904			1.1910		1.1920	2.4440				
1972-09-21		0.9821		6.9049			301.11		2.7663		6.5898	4.7265				3.7915			1.1910		1.1925	2.4432				
1972-09-22		0.9822		6.9108			301.11		2.7701		6.5876	4.7270				3.7900			1.1910		1.1940	2.4340				
1972-09-25		0.9821		6.9276			301.11		2.7739		6.6072	4.7270				3.7925			1.1910		1.1900	2.4329				
1972-09-26		0.9826		.			301.11		2.7778		6.6357	4.7281				3.7958			1.1910		1.1900	2.4307				
1972-09-27		0.9832		7.2727			301.02		2.7701		6.6094	4.7298				3.7951			1.1910		1.1900	2.4284				
1972-09-28		0.9838		7.1685			301.11		2.7701		6.6159	4.7427				3.8019			1.1910		1.1940	2.4223				
1972-09-29		0.9835		7.2307			301.11		2.7701		6.6203	4.7450				3.8023			1.1910		1.1940	2.4195				
1972-10-02		0.9842		7.0671			301.11		2.7701		6.6247	4.7405				3.8066			1.1910		1.1940	2.4242				
1972-10-03		0.9840		6.9013			301.11		2.7778		6.6203	4.7393				3.8045			1.1910		1.1940	2.4231				
1972-10-04		0.9833		6.9108			301.11		2.7716		6.6083	4.7354				3.7965			1.1910		1.1885	2.4240				
1972-10-05		0.9834		6.9132			301.11		2.7716		6.5811	4.7326				3.7882			1.1910		1.1885	2.4232				
1972-10-06		0.9837		6.9156			300.93		2.7701		6.5887	4.7371				3.7872			1.1910		1.1925	2.4217				
1972-10-09		.		.			.		.		.	.				.			.		.	.				
1972-10-10		0.9825		6.9156			300.93		2.7701		6.5963	4.7405				3.7922			1.1910		1.1925	2.4191				
1972-10-11		0.9825		6.9132			301.02		2.7701		6.5898	4.7405				3.7971			1.1910		1.1925	2.4204				
1972-10-12		0.9825		6.9138			301.02		2.7778		6.5963	4.7427				3.7994			1.1910		1.1925	2.4185				
1972-10-13		0.9819		6.9108			301.11		2.7701		6.5800	4.7438				3.7994			1.1910		1.1925	2.4179				
1972-10-16		0.9821		6.9120			301.11		2.7701		6.5811	4.7551				3.7983			1.1900		1.1900	2.4055				
1972-10-17		0.9820		6.9049			301.11		2.7701		6.5768	4.7529				3.7979			1.1900		1.1900	2.4074				
1972-10-18		0.9830		6.9013			301.11		2.7701		6.5746	4.7483				3.7961			1.1900		1.1900	2.4080				
1972-10-19		0.9825		6.9061			301.02		2.8011		6.5876	4.7416				3.7940			1.1900		1.1900	2.3925				
